tag_id,subloc_sequence,loc_code,detection_counts,dwell_times
989.001040930107,[1.0],['83'],[10],[8610.46]
989.001040930109,"[1.0, 0.0]","['83', '84']","[8, 3]","[905.02, 1200.0]"
989.001040930112,"[1.0, 0.0]","['83', '84']","[8, 3]","[679.59, 1200.0]"
989.001040930119,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[4, 112, 46, 3]","[0.0, 6126.69, 179463.49, 1200.0]"
989.001040930128,"[0.0, 1.0, 0.0]","['82', '83', '84']","[4, 2, 3]","[0.0, 0.0, 1200.0]"
989.001040930132,[1.0],['83'],[1],[0.0]
989.001040930138,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[5, 228, 12, 3]","[0.0, 19141.28, 1899.92, 1200.0]"
989.001040930141,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[4, 64, 1, 1]","[0.0, 3461.36, 0.0, 0.0]"
989.001040930151,"[0.0, 1.0, 0.0]","['82', '83', '84']","[4, 8, 3]","[0.0, 479.25, 1200.0]"
989.001040930152,"[1.0, 0.0]","['83', '84']","[12, 3]","[24125.05, 1200.0]"
989.001040930156,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[5, 560, 1, 1]","[0.0, 34470.97, 0.0, 0.0]"
989.001040930274,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['7A', '7B', '7A', '7B', '7A', '7B', '7B', '7A', '7B', '7A', '71', '7A', '7B', '7A', '7B', '7A']","[18, 3, 34, 2, 2, 8, 2, 2, 10, 17, 12, 6, 1, 1, 2, 5]","[323.21, 0.0, 26082.2, 0.0, 0.0, 204.26, 0.0, 0.0, 3049.46, 1391.36, 4926.62, 311.13, 0.0, 0.0, 94662.92, 266.98]"
989.001040930282,[1.0],['701'],[4],[1120853.94]
989.001040930294,[0.0],['702'],[2],[0.0]
989.001040930301,[1.0],['701'],[5],[0.0]
989.001040930302,"[1.0, 0.0]","['7A', '7B']","[63, 14]","[502.11, 6924.5]"
989.001040930303,[1.0],['701'],[1],[0.0]
989.001040930315,"[1.0, 0.0]","['701', '71']","[1, 6]","[0.0, 0.0]"
989.001040930337,"[0.0, 1.0]","['702', '701']","[8, 15]","[0.0, 97254.61]"
989.001040930345,[1.0],['701'],[2],[0.0]
989.001040930358,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[3, 345, 2, 1]","[0.0, 13246.56, 154.2, 0.0]"
989.001040930359,"[0.0, 1.0, 0.0]","['82', '83', '84']","[3, 1, 1]","[0.0, 0.0, 0.0]"
989.001040930369,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[3, 30, 1, 1]","[0.0, 5597.19, 0.0, 0.0]"
989.0010409304,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[3, 516, 4, 1]","[0.0, 64939.97, 799.98, 0.0]"
989.001040930407,"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","['82', '81', '82', '81', '83', '84']","[3, 129, 6, 3, 5, 1]","[0.0, 7141.11, 1694.42, 0.0, 779.88, 0.0]"
989.001040930424,"[0.0, 1.0]","['84', '81']","[1, 15]","[0.0, 44661.23]"
989.001040930438,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[3, 186, 1, 1]","[0.0, 9907.35, 0.0, 0.0]"
989.001040930461,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0]","['82', '81', '81', '81', '83', '84']","[3, 378, 3, 123, 15, 3]","[0.0, 16457.15, 0.0, 49056.79, 12021.15, 1712.53]"
989.001040930463,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[3, 6, 3, 1]","[0.0, 5900.47, 223.75, 0.0]"
989.00104093048,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[3, 9, 1, 1]","[0.0, 262.3, 0.0, 0.0]"
989.001040930533,"[0.0, 1.0, 0.0]","['82', '83', '84']","[3, 1, 1]","[0.0, 0.0, 0.0]"
989.001040930542,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[3, 288, 5, 1]","[0.0, 73143.58, 1170.8, 0.0]"
989.001040930558,"[1.0, 0.0]","['83', '84']","[21, 1]","[4074.3, 0.0]"
989.001040930575,"[0.0, 1.0, 0.0, 1.0, 0.0]","['82', '83', '84', '83', '84']","[4, 6, 1, 6, 2]","[0.0, 205.73, 0.0, 843.5, 0.0]"
989.001040930584,"[0.0, 0.0]","['82', '84']","[4, 3]","[0.0, 1200.0]"
989.001040930591,"[0.0, 1.0, 0.0]","['82', '83', '84']","[4, 12, 3]","[0.0, 1621.49, 1200.0]"
989.001040930595,"[1.0, 0.0]","['83', '84']","[6, 3]","[399.47, 1200.0]"
989.001040930596,"[1.0, 0.0]","['83', '84']","[8, 3]","[552.32, 1200.0]"
989.001040930597,"[1.0, 0.0]","['83', '84']","[2, 3]","[0.0, 1200.0]"
989.001040930605,"[1.0, 0.0, 1.0, 0.0]","['83', '84', '83', '84']","[2, 1, 2, 2]","[0.0, 0.0, 0.0, 0.0]"
989.001040930614,"[0.0, 1.0, 0.0, 1.0, 0.0]","['82', '81', '84', '83', '84']","[5, 640, 1, 2, 2]","[0.0, 21387.46, 0.0, 0.0, 0.0]"
989.00104093062,"[1.0, 1.0, 0.0]","['81', '83', '84']","[28, 4, 3]","[1297.11, 281.86, 1200.0]"
989.001040930621,"[1.0, 0.0, 1.0, 0.0]","['83', '84', '83', '84']","[6, 1, 2, 2]","[324.98, 0.0, 0.0, 0.0]"
989.001040930625,"[0.0, 1.0, 0.0]","['84', '83', '84']","[1, 6, 2]","[0.0, 215.32, 0.0]"
989.001040930627,"[0.0, 1.0, 1.0, 0.0]","['82', '81', '83', '84']","[4, 4, 1, 1]","[0.0, 0.0, 0.0, 0.0]"
989.00104093064,"[0.0, 1.0, 0.0]","['82', '83', '84']","[4, 2, 21]","[0.0, 0.0, 68770.87]"
989.001040930652,"[0.0, 1.0, 0.0]","['82', '83', '84']","[4, 2, 3]","[0.0, 0.0, 1200.0]"
989.001040930654,"[1.0, 0.0]","['83', '84']","[12, 3]","[2885.28, 1200.0]"
989.001040930727,"[1.0, nan, 0.0]","['202', '232', '231']","[12, 1, 2]","[1731.32, 0.0, 506.28]"
989.001040930745,[1.0],['21'],[1],[0.0]
989.001040930863,"[0.0, 1.0, 0.0, 0.0]","['71', '7A', '7B', '71']","[69, 10, 4, 3]","[716790.06, 317.99, 102.38, 0.0]"
989.001040930878,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[7, 7, 14]","[0.0, 0.0, 47209.43]"
989.001040930888,"[1.0, 0.0, 1.0, 0.0]","['701', '702', '7A', '7B']","[27, 9, 63, 36]","[1160297.48, 0.0, 606.9, 180.19]"
989.001040930908,"[1.0, 0.0, 0.0]","['7A', '7B', '71']","[8, 2, 4]","[189.69, 0.0, 208.92]"
989.001040930909,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[7, 42, 7]","[0.0, 330.09, 0.0]"
989.001040930918,[1.0],['7A'],[2],[59.29]
989.001040930933,"[1.0, 0.0]","['7A', '7B']","[32, 8]","[336.57, 0.0]"
989.001040930946,"[1.0, 0.0]","['7A', '7B']","[28, 16]","[368.71, 179.28]"
989.001040930963,"[1.0, 0.0, 0.0, 1.0, 0.0]","['7A', '7B', '71', '7A', '7B']","[7, 7, 77, 3, 15]","[0.0, 0.0, 7242.47, 0.0, 2549.9]"
989.001040930969,"[1.0, 0.0, 1.0, 0.0, 0.0]","['701', '71', '7A', '7B', '71']","[7, 5, 4, 4, 4]","[0.0, 0.0, 0.0, 0.0, 739.14]"
989.00104093099,[1.0],['701'],[3],[0.0]
989.001040931009,"[1.0, 0.0]","['7A', '7B']","[64, 4]","[983.24, 0.0]"
989.00104093103,"[0.0, 1.0, 1.0, 0.0]","['702', '701', '7A', '7B']","[1, 1, 28, 24]","[0.0, 0.0, 479.97, 379.09]"
989.001040931035,"[1.0, 0.0]","['701', '71']","[8, 8]","[0.0, 0.0]"
989.001040931039,"[1.0, 0.0, 1.0]","['701', '71', '7A']","[1, 57, 8]","[0.0, 685056.03, 244.4]"
989.00104093105,"[1.0, 0.0]","['7A', '7B']","[24, 8]","[128.27, 0.0]"
989.001040931103,"[1.0, 0.0, 1.0]","['302', '301', '302']","[15, 10, 70]","[331.15, 866.91, 169406.49]"
989.00104093111,"[1.0, 0.0]","['302', '301']","[4, 16]","[0.0, 216.87]"
989.00104093126,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[9, 12, 6]","[28987.08, 131.33, 0.0]"
989.00104093128,[1.0],['701'],[3],[1202950.32]
989.00104093129,"[1.0, 0.0]","['7A', '7B']","[12, 4]","[121.21, 0.0]"
989.001040931303,"[1.0, 0.0, 0.0]","['701', '702', '71']","[1, 1, 4]","[0.0, 0.0, 0.0]"
989.001040931309,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['701', '7A', '7B', '701', '702', '7A', '7B']","[3, 20, 25, 15, 5, 24, 12]","[0.0, 202.28, 239.53, 1399.1, 0.0, 1474.3, 179.2]"
989.001040931322,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[9, 8, 8]","[0.0, 0.0, 0.0]"
989.001040931326,[1.0],['701'],[3],[0.0]
989.001040931328,"[1.0, 0.0, 0.0]","['7A', '7B', '71']","[5, 5, 33]","[0.0, 0.0, 1952682.7]"
989.001040931334,[1.0],['701'],[5],[0.0]
989.001040931338,"[0.0, 0.0]","['702', '71']","[1, 16]","[0.0, 1851293.0]"
989.001040931339,[1.0],['701'],[15],[436345.99]
989.001040931341,[1.0],['701'],[2],[0.0]
989.001040931383,[1.0],['701'],[8],[0.0]
989.001040931406,"[1.0, 0.0, 1.0, 0.0]","['701', '702', '7A', '7B']","[4, 1, 16, 4]","[915727.73, 0.0, 193.78, 0.0]"
989.001040931411,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[6, 21, 7]","[0.0, 146.34, 0.0]"
989.001040931432,"[1.0, 0.0]","['701', '702']","[5, 2]","[0.0, 0.0]"
989.001040931435,"[0.0, 0.0, 1.0]","['71', '702', '701']","[10, 10, 35]","[253878.81, 17.68, 383.39]"
989.001040931442,"[1.0, 1.0]","['701', '7A']","[8, 32]","[0.0, 185.68]"
989.001040931474,"[0.0, 1.0, 0.0]","['702', '7A', '7B']","[1, 48, 24]","[0.0, 684.43, 303.49]"
989.001040931479,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]","['71', '7A', '7B', '7A', '7B', '7B', '7A']","[4, 4, 2, 2, 10, 1, 21]","[0.0, 69.93, 0.0, 0.0, 289.52, 0.0, 4350.91]"
989.001040931488,"[1.0, 0.0]","['7A', '7B']","[10, 10]","[259.82, 897.06]"
989.001040931504,"[1.0, 0.0, 1.0, 1.0, 0.0]","['701', '702', '701', '7A', '7B']","[7, 14, 14, 28, 7]","[0.0, 94355.1, 13244.46, 184.55, 0.0]"
989.001040931512,[1.0],['701'],[1],[0.0]
989.001040931524,"[1.0, 0.0, 1.0, 0.0]","['701', '71', '701', '7B']","[8, 16, 14, 7]","[0.0, 339.38, 10745.06, 0.0]"
989.001040931534,"[1.0, 0.0]","['701', '702']","[12, 4]","[3545174.76, 0.0]"
989.001040931545,"[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","['71', '701', '7A', '7B', '71', '7A', '7B']","[8, 7, 7, 7, 5, 16, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 179.76, 0.0]"
989.001040931591,[1.0],['401'],[2],[0.0]
989.001040931596,"[1.0, 0.0]","['302', '301']","[2, 2]","[0.0, 0.0]"
989.001040931605,"[1.0, 0.0, 1.0, 0.0]","['302', '301', '302', '301']","[1, 1, 2, 2]","[0.0, 0.0, 0.0, 0.0]"
989.001040931772,"[1.0, 0.0, 1.0]","['7A', '7B', '7A']","[6, 4, 3]","[134.01, 65.81, 134.18]"
989.001040931775,"[1.0, 0.0]","['7A', '7B']","[6, 24]","[0.0, 179.36]"
989.001040931787,[0.0],['702'],[1],[0.0]
989.001040931788,"[0.0, 1.0, 0.0]","['71', '7A', '7B']","[5, 12, 9]","[0.0, 196.36, 123.57]"
989.00104093179,[1.0],['701'],[1],[0.0]
989.00104093181,"[1.0, 0.0, 1.0, 0.0, 0.0]","['701', '71', '7A', '7B', '71']","[4, 16, 10, 4, 9]","[433721.43, 54505.81, 272.43, 166.47, 2233.57]"
989.001040931813,[1.0],['701'],[7],[0.0]
989.001040931819,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[7, 14, 7]","[0.0, 92.94, 0.0]"
989.001040931826,"[1.0, 1.0, 0.0, 0.0]","['701', '7A', '7B', '71']","[7, 12, 12, 125]","[0.0, 265.29, 309.9, 2469541.04]"
989.001040931831,[1.0],['701'],[3],[0.0]
989.00104093184,"[1.0, 0.0]","['7A', '7B']","[40, 10]","[464.69, 1064.54]"
989.001040931858,[1.0],['701'],[21],[411575.74]
989.001040931859,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['7A', '7B', '7A', '7B', '7A', '7B', '7A', '7B', '7A', '7B']","[30, 30, 15, 60, 99, 18, 18, 12, 24, 12]","[324.88, 3516.25, 1087.59, 1158.08, 2250.33, 306.62, 329.85, 179.71, 529.17, 179.02]"
989.001040931867,"[1.0, 0.0, 1.0, 0.0]","['701', '71', '701', '702']","[7, 3, 4, 4]","[0.0, 0.0, 0.0, 0.0]"
989.001040931882,"[1.0, 0.0, 1.0, 0.0]","['701', '702', '7A', '7B']","[8, 10, 12, 12]","[507548.5, 71.35, 228.75, 179.37]"
989.00104093191,"[1.0, nan, 1.0, 1.0]","['6A', '60', '6A', '6A']","[30, 5, 30, 10]","[8407.18, 0.0, 4537.11, 160.03]"
989.001040931929,"[1.0, 0.0, 1.0, 0.0, 0.0]","['7A', '7B', '7A', '7B', '71']","[21, 7, 24, 12, 6]","[137.75, 0.0, 355.7, 1641.94, 2522.94]"
989.001040931932,"[1.0, 0.0]","['7A', '7B']","[54, 42]","[506.54, 359.94]"
989.001040931984,"[1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['701', '7A', '7B', '7A', '7B', '7A', '702']","[7, 7, 14, 12, 8, 4, 4]","[0.0, 0.0, 78.98, 155.56, 253342.9, 0.0, 0.0]"
989.001040932003,[0.0],['702'],[8],[0.0]
989.001040932025,"[1.0, 0.0]","['7A', '7B']","[7, 14]","[0.0, 59.36]"
989.001040932031,"[0.0, 1.0, 0.0, 1.0, 1.0]","['71', '7A', '7B', '7A', '7A']","[12, 22, 2, 2, 181]","[83388.13, 630.18, 0.0, 0.0, 15568.39]"
989.001040932047,"[1.0, 0.0]","['7A', '7B']","[36, 24]","[632.8, 299.35]"
989.001040932055,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","['7A', '7B', '7A', '7B', '7A', '7B', '7A', '7B', '7A', '7B', '7A', '7B', '7A', '7B', '7B', '7A', '7B', '7A', '7B']","[25, 50, 40, 75, 10, 80, 5, 115, 10, 85, 785, 15, 480, 25, 5, 1040, 50, 18, 9]","[275.53, 560.05, 608.25, 924.09, 69.68, 924.53, 0.0, 1395.96, 97.3, 1011.82, 54828.95, 119.18, 7108.72, 239.26, 0.0, 13753.65, 550.47, 634.45, 119.26]"
989.001040932057,[1.0],['701'],[8],[0.0]
989.001040932092,"[1.0, 0.0]","['701', '702']","[1, 1]","[0.0, 0.0]"
989.001040932106,[1.0],['701'],[7],[0.0]
989.001040932111,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[3, 36, 6]","[0.0, 307.2, 0.0]"
989.001040932114,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","['7A', '7B', '71', '7A', '7B', '71']","[12, 8, 12, 27, 12, 2]","[231.43, 1056.06, 5205.28, 533.81, 5434.4, 0.0]"
989.001040932147,[1.0],['7A'],[14],[935.19]
989.001040932171,"[1.0, 0.0, 1.0, 0.0]","['11', '12', '11', '12']","[28, 8, 4, 8]","[42590834.02, 326.32, 0.0, 9735.57]"
989.001040932187,[0.0],['12'],[4],[0.0]
989.001040932215,"[1.0, 0.0, 1.0]","['11', '12', '11']","[4, 4, 8]","[0.0, 0.0, 408.99]"
989.001040932246,"[1.0, 0.0]","['11', '12']","[3, 3]","[0.0, 0.0]"
989.001040932263,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0]","['701', '7A', '7B', '7A', '7B', '71', '701', '702']","[24, 80, 8, 4, 4, 3, 4, 4]","[449743.82, 773.73, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
989.001040932278,"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","['702', '701', '71', '701', '7A', '71', '7A', '7B', '71']","[16, 16, 162, 7, 7, 15, 4, 4, 4]","[103.35, 18930.06, 39940.73, 0.0, 0.0, 1073.26, 0.0, 0.0, 482.5]"
989.001040932293,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[8, 7, 7]","[0.0, 0.0, 0.0]"
989.001040932317,"[1.0, 0.0]","['701', '702']","[7, 4]","[0.0, 0.0]"
989.001040932327,"[0.0, 1.0, 0.0, 0.0]","['71', '7A', '7B', '71']","[13, 4, 4, 4]","[1426034.1, 0.0, 0.0, 3012.66]"
989.001040932332,"[1.0, 0.0]","['7A', '71']","[28, 160]","[193.15, 1843264.07]"
989.001040932333,"[1.0, 0.0]","['701', '702']","[13, 1]","[1268253.58, 0.0]"
989.001040932347,"[1.0, 0.0]","['7A', '7B']","[4, 8]","[0.0, 81388.08]"
989.001040932363,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","['701', '7A', '7B', '71', '7A', '7B']","[7, 7, 7, 5, 4, 4]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
989.001040932388,"[1.0, 0.0, 1.0, 0.0, 1.0]","['701', '71', '7A', '7B', '701']","[14, 8, 4, 4, 4]","[23887.52, 0.0, 0.0, 0.0, 0.0]"
989.0010409324,[1.0],['701'],[1],[0.0]
989.001040932411,[1.0],['701'],[1],[0.0]
989.001040932413,"[1.0, 0.0]","['701', '7B']","[1, 4]","[0.0, 0.0]"
989.001040932415,[0.0],['702'],[2],[1.11]
989.001040932421,"[0.0, 1.0, 0.0]","['71', '7A', '71']","[4, 2, 4]","[0.0, 0.0, 1318.67]"
989.001040932423,[1.0],['701'],[3],[0.0]
989.001040932428,"[1.0, 0.0, 0.0]","['7A', '7B', '71']","[7, 49, 4]","[0.0, 359.95, 0.0]"
989.001040932472,[0.0],['702'],[2],[33478.66]
989.001040932474,"[1.0, 0.0, 1.0, 0.0]","['7A', '7B', '7A', '7B']","[24, 6, 16, 4]","[321.11, 0.0, 192.39, 0.0]"
989.001040932484,"[1.0, 0.0]","['7A', '7B']","[10, 15]","[211.03, 119.98]"
989.00104093249,"[1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0]","['701', '71', '7A', '7B', '7A', '7A', '7B']","[4, 8, 16, 2, 2, 6, 4]","[1116098.42, 352.82, 498.11, 0.0, 0.0, 786.27, 781.2]"
989.001040932536,[0.0],['702'],[1],[0.0]
989.00104093254,"[1.0, 1.0, 0.0]","['701', '7A', '7B']","[6, 40, 32]","[0.0, 281.49, 179.83]"
989.001040932551,"[1.0, 0.0]","['7A', '7B']","[24, 6]","[303.46, 0.0]"
989.001040932553,"[1.0, 1.0, 0.0, 1.0, 0.0]","['701', '7A', '7B', '7A', '7B']","[7, 70, 7, 12, 8]","[0.0, 573.22, 0.0, 119.13, 89.77]"
989.00104093256,"[1.0, 0.0, 1.0, 0.0]","['701', '702', '7A', '7B']","[42, 7, 7, 7]","[301038.1, 0.0, 0.0, 0.0]"
989.001040932578,"[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]","['702', '701', '702', '71', '7A', '7B', '7A', '7B', '7A', '7B', '7A']","[2, 2, 1, 8, 24, 2, 2, 2, 2, 8, 3]","[0.0, 3772.96, 0.0, 1323.99, 702.42, 0.0, 0.0, 0.0, 0.0, 261.48, 264248.32]"
989.001040932605,"[0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","['702', '701', '7A', '7B', '7A', '7B', '71']","[7, 112, 28, 7, 20, 8, 8]","[0.0, 419079.79, 237.52, 0.0, 247.27, 59.36, 945.8]"
989.001040932621,[1.0],['701'],[7],[0.0]
989.001040932625,[0.0],['71'],[10],[59.29]
989.001040932629,"[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","['701', '7A', '7B', '7A', '7B', '7B']","[5, 42, 4, 2, 2, 4]","[0.0, 1619.32, 60.75, 0.0, 0.0, 280.7]"
989.001040932656,"[1.0, 0.0, 1.0, 0.0, 0.0]","['7A', '7B', '7A', '7B', '71']","[30, 30, 4, 120, 4]","[280.54, 12862.48, 0.0, 310548.53, 1547.55]"
989.001040932662,"[1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, nan]","['401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '401', '402', '401', '402', '402', '402', '401', '402', '401', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '401', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '401', '402', '402', '401', '402', '401', '44']","[24, 36, 12, 8, 4, 5, 10, 143, 6, 6, 9, 24, 3, 3, 9, 12, 3, 6, 9, 9, 9, 3, 3, 6, 6, 6, 12, 18, 6, 3, 3, 6, 12, 3, 9, 9, 6, 6, 3, 6, 6, 3, 6, 6, 6, 6, 3, 6, 3, 3, 3, 6, 6, 3, 3, 3, 6, 3, 3, 3, 6, 9, 3, 7, 4, 8, 4, 4, 8, 4, 4, 24, 8, 20, 28, 4, 4, 4, 4, 28, 4, 24, 12, 52, 8, 8, 4, 80, 8, 8, 4, 14, 3, 26, 12, 8, 8, 24, 4, 4, 4, 4, 8, 8, 4, 3, 3, 5, 4, 2, 4, 2, 4, 14, 2, 1, 5, 4, 2, 2, 1, 8, 39, 2, 39, 3, 12, 3, 6, 3, 35, 28, 4, 22, 4, 2, 23, 30, 11, 5, 5, 5, 5, 5, 6, 3]","[20675.27, 99921.77, 30336.79, 39435.27, 0.0, 0.0, 788.25, 87824.79, 583.06, 2322.67, 1974.29, 159672.68, 0.0, 0.0, 7406.79, 23483.24, 0.0, 10364.18, 1319.37, 3279.68, 1739.82, 0.0, 0.0, 8708.34, 1226.33, 2677.25, 7038.97, 3195.15, 4122.05, 0.0, 0.0, 377.2, 43221.46, 0.0, 7521.19, 1031.05, 8630.04, 23.47, 0.0, 5576.19, 42.78, 0.0, 7762.24, 4810.45, 23641.0, 4743.27, 0.0, 3118.82, 0.0, 0.0, 0.0, 5879.45, 57730.0, 0.0, 0.0, 0.0, 3832.62, 0.0, 0.0, 0.0, 224.08, 56662.56, 0.0, 52473.95, 0.0, 48866.7, 0.0, 0.0, 6573.95, 0.0, 0.0, 3397.71, 3251.17, 89357.26, 27541.62, 0.0, 0.0, 0.0, 0.0, 167563.3, 0.0, 160162.55, 5871.99, 75080.3, 773.48, 779.66, 0.0, 266247.62, 1742.11, 998.99, 0.0, 86369.62, 0.0, 80228.51, 907.12, 524.83, 27236.22, 162385.59, 0.0, 0.0, 0.0, 0.0, 55452.73, 6883.08, 0.0, 0.0, 0.0, 894.88, 334.6, 0.0, 368.15, 0.0, 6644.1, 334089.41, 0.0, 0.0, 164144.41, 58546.76, 1993.56, 15.25, 0.0, 23870.6, 256418.69, 0.0, 205333.56, 0.0, 63663.48, 0.0, 5918.92, 0.0, 208839.65, 420689.57, 61788.96, 770376.01, 430.06, 0.0, 949081.18, 307120.16, 487380.63, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
989.001040932671,"[1.0, 0.0, 1.0, 0.0]","['401', '402', '401', '402']","[4, 4, 7, 2]","[0.0, 0.0, 3866877.57, 875.12]"
989.001040932675,"[1.0, 0.0]","['401', '402']","[16, 31]","[30321.46, 194427.67]"
